Share,Category,Sector,RM,Up,Last Traded Price,Percentage Change,High Price,Low Price,% High Movt
TECHNO,Buy,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,407.75,-1.41,407.75,398.55,0
TECHNOFAB,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,204.25,#N/A,#N/A,#N/A,#N/A
TERASOFT,NL,IT,#N/A,#N/A,96.45,#N/A,#N/A,#N/A,#N/A
TEXINFRA,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,46.65,#N/A,#N/A,#N/A,#N/A
TEXMOPIPES,HWLV,REALTY-HOUSEHOLD,#N/A,#N/A,23.65,#N/A,#N/A,#N/A,#N/A
TEXRAIL,HWV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#REF!,#REF!,97.85,-1.48,99,96.35,0.011616162
TFCILTD,Buy,FINANCIAL SERVICES-NBFC,#REF!,#REF!,99.05,2.68,101.8,98.9,0.027013752
TFL,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,19,#N/A,#N/A,#N/A,#N/A
TGBHOTELS,TA,ENTERTAINMENT-HOTELS AND LEISURE,#REF!,#REF!,52.9,1.8,54.55,53.25,0.030247479
THANGAMAYL,HWLV,JEWELLERY,#N/A,#N/A,258.9,0.04,260,259,0.004230769
THEMISMED,HWLV,PHARMA,#N/A,#N/A,596.45,#N/A,#N/A,#N/A,#N/A
THERMAX,HWV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,1045.2,-1.12,1070,1027.3,0.02317757
THIRUSUGAR,Exit,FMCG-SUGAR,#N/A,#N/A,63.1,#N/A,#N/A,#N/A,#N/A
THOMASCOOK,Exit,ENTERTAINMENT-HOTELS AND LEISURE,#REF!,#REF!,214.65,0.21,217.45,212.6,0.012876523
THYROCARE,NL,PHARMA,#REF!,#REF!,727.7,2.05,754.7,725.05,0.035775805
TI,Exit,FMCG-BEVERAGES,#N/A,#N/A,12.8,#N/A,#N/A,#N/A,#N/A
TIDEWATER,BWLV,ENERGY-OIL & GAS,#REF!,#REF!,5924.05,0.88,5999,5939.5,0.012493749
TIIL,BWLV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,500.6,-1.61,501.45,490,0.001695084
TIJARIA,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,9,#N/A,#N/A,#N/A,#N/A
TIL,HWLV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,374,-1.84,379.4,362.65,0.014232999
TIMESGTY,HWLV,FINANCIAL SERVICES,#N/A,#N/A,33.3,#N/A,#N/A,#N/A,#N/A
TIMETECHNO,Buy,FMCG-PACKAGING,crude oil,Down,133,-0.34,136,129.5,0.022058824
TIMKEN,HWV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,724.9,-0.81,728.9,715,0.005487721
TINPLATE,HWV,METALS AND MINING,#REF!,#REF!,88.7,2.03,92.25,88.5,0.038482385
TIPSINDLTD,HWLV,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,68.55,#N/A,#N/A,#N/A,#N/A
TIRUMALCHM,Buy,CHEMICALS,CRUDE OIL,Down,973.2,-0.92,989.7,963.15,0.016671719
TITAN,Exit,JEWELLERY,#N/A,#N/A,482.4,3,500,478.1,0.0352
TMRVL,NL,TEXTILES AND APPAREL,#N/A,#N/A,190,0.79,193.55,190.25,0.018341514
TNPETRO,BWLV,CHEMICALS,#N/A,#N/A,47.15,-1.48,47.45,46.1,0.006322445
TNPL,Buy,PAPER,paper pulp,down,296.45,6.85,320.95,297,0.076335878
TOKYOPLAST,HWLV,REALTY-HOUSEHOLD,#N/A,#N/A,126.55,#N/A,#N/A,#N/A,#N/A
TORNTPHARM,Buy,PHARMA,#N/A,#N/A,1338.6,-1.44,1348,1316.1,0.006973294
TORNTPOWER,Buy,INFRA-POWER,#N/A,#N/A,226.5,-1.55,228.8,222.5,0.010052448
TPLPLASTEH,HWLV,FMCG-PACKAGING,#REF!,#REF!,526.15,0.17,540,524.05,0.025648148
TREEHOUSE,Exit,IT,#REF!,#REF!,17.45,1.15,17.9,17.45,0.025139665
TRENT,RS,TEXTILES AND APPAREL,#N/A,#N/A,254.15,1.51,259.6,253.55,0.020993837
TRF,Exit,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,271.45,-1.27,275.2,267.9,0.013626453
TRIDENT,Buy,TEXTILES AND APPAREL,cotton,down,85.9,2.85,89.9,87.85,0.044493882
TRIGYN,BWLV,IT,#REF!,#REF!,120,2.92,126,117.6,0.047619048
TRIL,HWV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,391,-0.92,397.05,386.55,0.015237376
TRITURBINE,HWLV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#REF!,#REF!,137.65,0.11,138.9,136.6,0.00899928
TRIVENI,Buy,FMCG-SUGAR,sugar,#REF!,89.8,0.22,91.8,89.6,0.021786492
TTKHLTCARE,HWLV,PHARMA,#N/A,#N/A,779.95,#N/A,#N/A,#N/A,#N/A
TTKPRESTIG,Exit,REALTY-HOUSEHOLD,#REF!,#REF!,6439.5,-0.77,6505,6360,0.010069178
TTL,TA,TEXTILES AND APPAREL,#N/A,#N/A,67.05,#N/A,#N/A,#N/A,#N/A
TTML,Exit,INFRA-TELECOM,#N/A,#N/A,7.95,-0.63,8.15,7.9,0.024539877
TUBEINVEST,Buy,AUTO-AUTO ANCL AND COMPONENTS,STEEL,Down,700.2,-1.61,711.35,685,0.015674422
TULSI,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,4.1,#N/A,#N/A,#N/A,#N/A
TV18BRDCST,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,41.45,0.6,42.35,41.35,0.021251476
TVSELECT,RS,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,192.7,0.18,196,192.5,0.016836735
TVSMOTOR,HWV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,494.55,1.02,504,495.1,0.01875
TVSSRICHAK,Buy,AUTO-TYRES AND TUBES,RUBBER ,Down,4043.7,0.38,4082.95,4035,0.009613147
TVTODAY,Buy,MEDIA,#REF!,#REF!,271.6,1.49,284,272.4,0.043661972
TVVISION,NL,MEDIA,#N/A,#N/A,239.75,-1.38,241.7,234.05,0.008067853
TWL,Exit,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,129.25,-0.35,131.85,128.1,0.019719378
UBHOLDINGS,BWLV,FMCG-BEVERAGES,#REF!,#REF!,30.5,9.67,33.55,30.3,0.090909091
UBL,Exit,FMCG-BEVERAGES,#N/A,#N/A,803.85,6.35,858.6,795.15,0.063766597
UCALFUEL,HWV,AUTO-AUTO ANCL AND COMPONENTS,NA,#REF!,211.5,1.09,216.75,212.55,0.024221453
UCOBANK,Exit,BANKS-PSU,#REF!,#REF!,41.7,0.12,42.6,41.1,0.021126761
UFLEX,Buy,FMCG-PACKAGING,crude oil,Down,373.85,-0.9,375.95,368.7,0.005585849
UFO,Buy,MEDIA-ENTERTAINMENT,#REF!,#REF!,438.8,0.42,444.6,438.95,0.013045434
UGARSUGAR,HWV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,33.1,-0.3,33.55,32.9,0.013412817
UJAAS,Buy,INFRA-POWER,#REF!,#REF!,36.75,-1.36,37.5,35.9,0.02
UJJIVAN,NL,FINANCIAL SERVICES,#REF!,#REF!,346.75,2.81,362.3,346,0.042920232
ULTRACEMCO,HWV,CEMENTS,#N/A,#N/A,4367.55,1.29,4427.8,4352.05,0.013607209
UMANGDAIRY,Exit,FMCG-FOOD,#N/A,#N/A,82.6,#N/A,#N/A,#N/A,#N/A
UMESLTD,Exit,IT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UNICHEMLAB,Buy,PHARMA,#REF!,#REF!,262.9,0.1,265.7,262,0.010538201
UNIENTER,Exit,FMCG,#N/A,#N/A,79.85,#N/A,#N/A,#N/A,#N/A
UNIONBANK,Buy,BANKS-PSU,#N/A,#N/A,176.7,1.1,182.9,176.55,0.033898305
UNIPLY,RS,REALTY-HOUSEHOLD,#REF!,#REF!,349.25,0,0,0,#DIV/0!
UNITECH,Exit,REALTY,#N/A,#N/A,5.7,-0.88,5.7,5.6,0
UNITEDBNK,BWLV,BANKS-PSU,#N/A,#N/A,22.95,#N/A,#N/A,#N/A,#N/A
UNITEDTEA,HWLV,FMCG-BEVERAGES,#N/A,#N/A,360.65,#N/A,#N/A,#N/A,#N/A
UNITY,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,8.6,#N/A,#N/A,#N/A,#N/A
UNIVCABLES,HWV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,94.35,-1.43,95.25,93,0.009448819
UPL,Buy,CHEMICALS,#N/A,#N/A,823.5,0.17,837,818.8,0.016129032
URJA,NL,INFRA-POWER,#N/A,#N/A,1.15,#N/A,#N/A,#N/A,#N/A
USHAMART,Exit,METALS AND MINING,#N/A,#N/A,19.55,-1.28,20.3,19.25,0.036945813
USHERAGRO,Exit,FMCG-FOOD,#N/A,#N/A,9.15,0,0,0,#DIV/0!
UTTAMSTL,Exit,METALS AND MINING,#N/A,#N/A,34.2,#N/A,#N/A,#N/A,#N/A
UTTAMSUGAR,HWV,FMCG-SUGAR,#N/A,#N/A,130,0,132.4,129,0.018126888
UVSL,Exit,METALS AND MINING,#N/A,#N/A,0.6,#N/A,#N/A,#N/A,#N/A
V2RETAIL,Exit,TEXTILES AND APPAREL,#REF!,#REF!,191.65,-2.22,192.9,186.5,0.006480041
VADILALIND,Exit,FMCG-FOOD,#REF!,#REF!,957.9,-0.04,968.7,950.95,0.011148963
VAIBHAVGBL,HWV,IT,#N/A,#N/A,465.3,0,0,0,#DIV/0!
VAKRANGEE,HWV,IT,#REF!,#REF!,351.4,-0.41,353.9,348.5,0.007064142
VALUEIND,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,12.4,#N/A,#N/A,#N/A,#N/A
VARDHACRLC,BWLV,TEXTILES AND APPAREL,#N/A,#N/A,51.1,#N/A,#N/A,#N/A,#N/A
VARDMNPOLY,Exit,TEXTILES AND APPAREL,#N/A,#N/A,71.4,-0.84,71.85,70.5,0.006263048
VASCONEQ,RS,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#REF!,#REF!,50.4,8.13,54.9,50.65,0.081967213
VASWANI,HWLV,METALS AND MINING,#N/A,#N/A,10,#N/A,#N/A,#N/A,#N/A
VBL,NL,FMCG-BEVERAGES,#N/A,#N/A,499.1,#N/A,#N/A,#N/A,#N/A
VEDL,Buy,METALS AND MINING,#N/A,#N/A,228.6,3.17,236.7,229.8,0.034220532
VENKEYS,Buy,FMCG-FOOD,#REF!,#REF!,1294.2,0.47,1314.7,1290.6,0.015592911
VENUSREM,Exit,PHARMA,#REF!,#REF!,103.15,-0.53,103.95,102.35,0.007696008
VESUVIUS,BWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,1250.05,2.79,1286,1249.95,0.027954899
VETO,HWLV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,168.05,-2.41,165.9,162.05,-0.012959614
VGUARD,RS,REALTY-HOUSEHOLD,#REF!,#REF!,211.75,-0.87,213.7,209.25,0.009124942
VHL,HWLV,FINANCIAL SERVICES,#N/A,#N/A,2745.5,0.53,2789.95,2710,0.015932185
VICEROY,Exit,ENTERTAINMENT-HOTELS AND LEISURE,#N/A,#N/A,23,#N/A,#N/A,#N/A,#N/A
VIDEOIND,Exit,REALTY-HOUSEHOLD,#REF!,#REF!,100.95,0.05,102.1,99,0.011263467
VIDHIING,HWLV,CHEMICALS,#N/A,#N/A,56.8,#N/A,#N/A,#N/A,#N/A
VIJAYABANK,Buy,BANKS-PSU,Interst rate,UP,92.85,-1.78,93.5,91.1,0.006951872
VIJIFIN,NL,FINANCIAL SERVICES,#N/A,#N/A,5.4,#N/A,#N/A,#N/A,#N/A
VIJSHAN,Exit,REALTY,#N/A,#N/A,16.25,#N/A,#N/A,#N/A,#N/A
VIKASECO,HWV,CHEMICALS,#N/A,#N/A,24.85,1.21,25.4,24.5,0.021653543
VIMALOIL,TA,FMCG-FOOD,#N/A,#N/A,41.95,#N/A,#N/A,#N/A,#N/A
VIMTALABS,HWV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,128.85,-1.13,130.75,126.8,0.014531549
VINATIORGA,HWV,CHEMICALS,crude oil,#REF!,848.5,-0.81,855.1,836.5,0.007718396
VINDHYATEL,Buy,INFRA-TELECOM,#N/A,#N/A,698.75,-0.21,707.65,696.7,0.012576839
VINYLINDIA,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,76.25,#N/A,#N/A,#N/A,#N/A
VIPCLOTHNG,Exit,TEXTILES AND APPAREL,#N/A,#N/A,53.95,0.09,54.95,53,0.018198362
VIPIND,HWV,REALTY-HOUSEHOLD,#REF!,#REF!,196.85,0.28,198.95,196.35,0.010555416
VIPULLTD,RS,REALTY,#N/A,#N/A,90.75,#N/A,#N/A,#N/A,#N/A
VISAKAIND,BWLV,CEMENTS,#REF!,#REF!,348.1,3.81,369.9,351.2,0.058934847
VISASTEEL,Exit,METALS AND MINING,#N/A,#N/A,27.2,#N/A,#N/A,#N/A,#N/A
VISESHINFO,Exit,IT,#N/A,#N/A,0.15,#N/A,#N/A,#N/A,#N/A
VISHNU,HWLV,CHEMICALS,#N/A,#N/A,262.4,#N/A,#N/A,#N/A,#N/A
VISUINTL,Exit,IT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VIVIDHA,TA,TEXTILES AND APPAREL,#N/A,#N/A,2.05,#N/A,#N/A,#N/A,#N/A
VIVIMEDLAB,Exit,CHEMICALS,#REF!,#REF!,117.4,-2.26,118.6,114.75,0.010118044
VLSFINANCE,HWLV,FINANCIAL SERVICES,#REF!,#REF!,75,-2.13,76.2,72.35,0.015748031
VMART,HWV,TEXTILES AND APPAREL,#N/A,#N/A,1057.1,-2.19,1062,1029.15,0.004613936
VOLTAMP,Buy,INFRA-POWER,#REF!,#REF!,1220.8,-0.4,1237.95,1209.75,0.013853548
VOLTAS,Buy,REALTY-HOUSEHOLD,#N/A,#N/A,440.7,-0.06,446,438.65,0.011883408
VRLLOG,HWV,TRANSPORTATION LOGISTICS,#REF!,#REF!,327.3,0.08,330,325,0.008181818
VSSL,HWLV,METALS AND MINING,#N/A,#N/A,118.2,#N/A,#N/A,#N/A,#N/A
VSTIND,BWLV,FMCG,#N/A,#N/A,2999.5,-0.15,3019.95,2970.2,0.006771635
VSTTILLERS,BWLV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,1996.55,#N/A,#N/A,#N/A,#N/A
VTL,Buy,TEXTILES AND APPAREL,cotton,down,1338.9,-0.66,1349.85,1313.6,0.008112012
WABAG,HWV,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#REF!,#REF!,675,-1.04,678.3,668,0.004865104
WABCOINDIA,Exit,AUTO-AUTO ANCL AND COMPONENTS,#REF!,#REF!,5997.7,-0.44,6009.95,5950,0.002038287
WALCHANNAG,Exit,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,175.45,-1.34,180.65,171.65,0.028784943
WANBURY,Exit,PHARMA,#N/A,#N/A,57.6,#N/A,#N/A,#N/A,#N/A
WEBELSOLAR,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,107.6,#N/A,#N/A,#N/A,#N/A
WEIZFOREX,HWLV,FINANCIAL SERVICES,#N/A,#N/A,495.25,0.96,504,494,0.017361111
WEIZMANIND,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,42,-1.19,42,40.25,0
WELCORP,Buy,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,87.2,-2.58,88,84.75,0.009090909
WELENT,RS,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,95.1,-1.05,96.5,93.85,0.014507772
WELINV,Exit,FINANCIAL SERVICES,#N/A,#N/A,90.45,#N/A,#N/A,#N/A,#N/A
WELSPUNIND,Buy,TEXTILES AND APPAREL,#REF!,#REF!,90.9,-0.39,92.05,90.25,0.01249321
WENDT,HWLV,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,2323.75,#N/A,#N/A,#N/A,#N/A
WHEELS,HWLV,AUTO-AUTO ANCL AND COMPONENTS,#REF!,#REF!,1307.05,0.3,1316,1304,0.006800912
WHIRLPOOL,RS,REALTY-HOUSEHOLD,"compressor, sheet steel",Down,1205.9,0.23,1214.85,1202,0.007367165
WILLAMAGOR,Exit,FINANCIAL SERVICES,#N/A,#N/A,87.6,#N/A,#N/A,#N/A,#N/A
WINDMACHIN,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,61.55,#N/A,#N/A,#N/A,#N/A
WINSOME,Exit,TEXTILES AND APPAREL,#N/A,#N/A,1.85,#N/A,#N/A,#N/A,#N/A
WIPL,NL,#REF!,#N/A,#N/A,72.2,#N/A,#N/A,#N/A,#N/A
WIPRO,Buy,IT,#N/A,#N/A,499.65,0.87,504.3,500.4,0.009220702
WOCKPHARMA,Exit,PHARMA,#N/A,#N/A,680.25,0.74,694.2,681.15,0.020095073
WONDERLA,Exit,MEDIA-ENTERTAINMENT,#REF!,#REF!,382.85,-0.48,385,378.15,0.005584416
WSI,Exit,DEFENCE,#N/A,#N/A,11.3,#N/A,#N/A,#N/A,#N/A
WSTCSTPAPR,Buy,PAPER,paper pulp,Down,203.8,-1.96,205.6,199.1,0.008754864
XCHANGING,TA,IT,#N/A,#N/A,49.7,#N/A,#N/A,#N/A,#N/A
XLENERGY,Exit,INFRA-MACHINERY EQUIPMENT,#N/A,#N/A,2.75,#N/A,#N/A,#N/A,#N/A
XPROINDIA,Exit,FMCG-PACKAGING,#N/A,#N/A,51,#N/A,#N/A,#N/A,#N/A
YESBANK,Buy,BANKS-PRIVATE,#N/A,#N/A,1598.4,-0.97,1608,1578.3,0.005970149
ZANDUREALT,Exit,REALTY,#N/A,#N/A,1403.75,#N/A,#N/A,#N/A,#N/A
ZEEL,Exit,MEDIA-ENTERTAINMENT,#N/A,#N/A,516.2,4.94,544,525.5,0.051102941
ZEELEARN,Exit,IT,#REF!,#REF!,47.2,0.42,48.3,46.9,0.022774327
ZEEMEDIA,Exit,MEDIA,#REF!,#REF!,38.4,1.3,39.7,38,0.032745592
ZENITHBIR,Exit,METALS AND MINING,#N/A,#N/A,0.6,#N/A,#N/A,#N/A,#N/A
ZENITHEXPO,TA,IT,#N/A,#N/A,52.4,#N/A,#N/A,#N/A,#N/A
ZENSARTECH,Buy,IT,#REF!,#REF!,892.75,-0.01,897,885.7,0.004738016
ZENTEC,Exit,IT,#N/A,#N/A,63.85,-1.02,64.45,63.15,0.009309542
ZICOM,Exit,IT,#N/A,#N/A,37.3,-0.13,37.75,37.25,0.01192053
ZODIACLOTH,Exit,TEXTILES AND APPAREL,#N/A,#N/A,235.4,#N/A,#N/A,#N/A,#N/A
ZODJRDMKJ,HWLV,JEWELLERY,#N/A,#N/A,32.65,#N/A,#N/A,#N/A,#N/A
ZUARI,TA,FERTILISERS,#N/A,#N/A,434.6,-3.32,439.9,418.6,0.012048193
ZUARIGLOB,HWLV,CHEMICALS,#N/A,#N/A,149,-3.02,149.95,144.5,0.006335445
ZYDUSWELL,HWLV,FMCG,#REF!,#REF!,866.1,-0.94,869.95,853.15,0.004425542
ZYLOG,Exit,IT,#N/A,#N/A,5.25,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
